客户名称,项目名称,项目内容相关信息,项目所在城市,项目发布时间,中标公司,价格
中国大唐集团科学技术研究院有限公司中南电力试验研究院,大唐中南电力试验研究院大唐滑县平原地区风力发电智慧（智能）电厂基于数字孪生的陆上风电三维在线监测项目建设服务结果公告,,安阳,2023-6-21,北京合众伟奇科技股份有限公司,0
中国地质大学（武汉）,中国地质大学（武汉）钻进过程协调优化控制数字孪生系统中标（成交)结果公告,,湖北,2022-12-19,浙江中控技术股份有限公司,2950000
中国地质大学（武汉）,中国地质大学（武汉）流程工业智能制造与数字孪生系统成交公告,,湖北,2022-12-19,浙江中控技术股份有限公司,1750000
中国地质大学（武汉）,中国地质大学（武汉）数字孪生校园中标公告,,湖北,2022-12-18,湖北瀚视智能科技有限公司,3189000
中国地质大学（武汉）,中国地质大学（武汉）“数智化实验中心集成系统”中标公告,限公司 核心产品名称：岩心钻机数字孪生系统 核心产品品牌：摩鸣科技 核,湖北,2022-12-17,武汉摩鸣科技有限公司,2596000
中国地质大学（武汉）,中国地质大学（武汉）钻进过程定向取心智能控制系统成交公告,：中国地质大学（武汉）深地钻进过程控制数字孪生产教融合实验设备成交公告,武汉,2022-12-12,中煤科工西安研究院（集团）有限公司,700000
中国地质大学（武汉）,中国地质大学（武汉）深地钻进过程控制数字孪生产教融合实验设备成交公告,,武汉,2022-12-12,中煤科工西安研究院（集团）有限公司,750000
中国地质大学（武汉）,中国地质大学（武汉）智慧模电实验平台成交公告,制数字孪生产教融合实验设备成交公告 下一篇：中国地质大学（武汉）实验室,武汉,2022-12-11,湖北鑫合欣科技有限公司,598500
中国地质大学（武汉）,国土碳汇数字孪生平台成交公告,,武汉,2022-12-5,北京创时空科技发展有限公司,740000
中国电建集团华东勘测设计研究院有限公司,兰江流域数字孪生应用物联感知成套供货与技,,江苏,2023-4-20,中国电信股份有限公司兰溪分公司,1750015
中国电力工程顾问集团西南电力设计院有限公司,[西南院]盘江新光2×66万千瓦燃煤发电项目数字孪生智能应用系统采购,,成都,2023-5-11,浪潮云信息技术股份公司,17287745
中国电力工程顾问集团西南电力设计院有限公司,[西南院]数字孪生平台一期（三维可视化模块）开发服务采购,,成都,2022-10-28,成都翔鑫科技有限公司,475000
中国电力科学研究院有限公司,成交结果公告-中国电力科学研究院有限公司2022年第十批服务类竞争性谈判采购（一）,22362113 特高压能耗及数字孪生系统测试服务 武汉理工大学 75,北京,2022-11-8,索维昆(北京)科技发展有限公司,0
中国电信股份有限公司北京分公司,北京市科委大运河文化复现课题项目大运河文化复现数字孪生系统（大运河文化（北京段）复现数字孪生系统课题研究）项目单一来源采购公示,,北京,2023-3-7,新国脉数字文化股份有限公司,0
中国电信股份有限公司甘肃分公司,2021-2022年甘肃电信云网大脑及数字孪生建设项目中标结果公示,,甘肃,2022-11-8,中电万维信息技术有限责任公司,0
中国电信股份有限公司湖北智能云网业务运营中心,中国电信股份有限公司湖北智能云网业务运营中心2023年中心数字孪生可视化支撑服务项目中选人公示,基于元宇宙开发中心虚拟监控大厅，打破物理空间局限，并同智慧运营大脑打通，建立中心线上第二监控现场建立中心云展厅，突破无物理空间展厅的限制，通过3D建模、虚拟漫游，实现中心历史沿革、党建统领、员工荣誉、数转创新等方面的云上虚拟展示。,湖北,2023-6-20,湖北省信产通信服务有限公司数字科技分公司,275000
中国电信股份有限公司晋江分公司,福建安能新材料股份有限公司5G双千兆智能工厂项目单一来源采购公示,碳排放管理系统、能耗管理系统、数字孪生、工业PON等等。总估算金额不超,福建,2023-6-9,中电福富信息科技有限公司,7796864
中国电信股份有限公司兰州分公司,兰州市城关区数字化城管平台升级改造项目（软件部分）数字孪生应用平台中标结果公示,,甘肃,2023-1-17,中星电子股份有限公司,0
中国电信股份有限公司宁德分公司,2023年中国电信宁德分公司寿宁文达镁铝软件项目单一来源采购公示,MS智能仓储系统 套 1 8 数字孪生平台（3D可视化） 套 1 软件,福建,2023-4-18,技发展有限公司,0
中国电信股份有限公司清远分公司,中国电信股份有限公司清远分公司政企信息化合作伙伴（解决方案类）2023年第二期公开招募结果公示,排名不分先后）： 清远维智星辰数字孪生智能科技有限公司、清远市智虎科技,广东,2023-3-17,清远维智星辰数字孪生智能科技有限公司,0
中国电信股份有限公司衢州分公司,衢江区人民法院大洲人民法庭信息化项目单一来源采购公示,传及数据驾驶仓 ㎡ 15 9 数字孪生法治指挥服务平台与无讼村建设指标,浙江,2023-3-21,衢州天恩电子科技有限公司,0
中国电信股份有限公司山东分公司,中国电信山东分公司2023年资源中心建设工程扩容项目单一来源采购公示,TELEPG数据库，落实集团对数字孪生和两级业务互联的建设要求。结合省,山东,2023-5-18,浩鲸云计算科技股份有限公司,0
中国电信股份有限公司上海分公司,2022年中国电信上海公司嘉定局数字孪生驾驶舱技术服务项目中选人公示,,上海,2022-12-1,上海弘盛信息科技有限公司,0
中国电信股份有限公司上海互联网,社区数字孪生应用开发项目的结果公示,,上海,2022-8-25,小神智能科技上海有限公司,0
中国电信股份有限公司上海金山电信局,中国电信上海公司金山局2022年金山化工区和碳谷绿湾园区数字底座项目中选人公示,司 否决参选情况：北京五一视界数字孪生科技股份有限公司因未提供营业执照,上海,2022-12-16,上海吉运软件技术股份有限公司,0
中国电信股份有限公司上海数字生活部,2023年青浦区重固镇福贸路幸福街区数字孪生项目,,上海,2023-3-16,小神智能科技上海有限公司,0
中国电信股份有限公司无锡分公司,中国电信股份有限公司无锡分公司无锡市新吴区企业数字化二期建设项目（二次）中选结果公示,业数字化二期建设项目（二次） 数字孪生（无锡）技术有限公司 1 （二）,无锡,2022-12-2,孪生（无锡）技术有限公司,0
中国电信股份有限公司浙江分公司,中国电信浙江公司2022年“数字孪生”省级体验厅联合体内容升级及赋能推广项目单一来源采购公示,,浙江,2022-8-31,【中通服慧展科技有限公司】,0
中国电信集团有限公司哈尔滨分公司,哈尔滨电信2023年数字孪生平台应用设计开发服务项目中选人公示,,黑龙江,2023-3-22,哈尔滨易呈科技有限公司,0
中国电子技术标准化研究院,中国电子技术标准化研究院DCS实体仿真工艺及数字孪生建设项目中标公告,,北京,2022-10-26,烽台科技（北京）有限公司,0
中国电子技术标准化研究院,中国电子技术标准化研究院典型行业工艺流程数字孪生体建设项目中标公告,,北京,2022-10-26,宁波和利时信息安全研究院有限公司,0
中国工商银行股份有限公司吉林省分行,吉林大学银校合作数字化高校建设项目数字孪生教学实验平台建设项目中标结果公告,,吉林,2023-3-16,吉视传媒信息服务有限责任公司,1371707
中国工业互联网研究院,中国工业互联网研究院工业互联网典型技术实训教学资源采购项目中标公告,业设备模组;教学仿真实训系统;数字孪生软件;数字孪生实体产线;工业互联,北京,2022-12-30,聊城莱柯智能机器人有限公司,2835600
中国广电四川网络股份有限公司都江堰市分公司,中国广电四川网络股份有限公司都江堰市分公司 三维城市数字孪生系统开发服务项目 询价结果公示,,成都,2023-1-11,都江堰城市大数据科技有限公司,0
中国航发哈尔滨东安发动机有限公司,机匣产品数字孪生装配检测单元中标公告,,哈尔滨,2023-1-4,中航国际航空发展有限公司,6990000
中国核电工程有限公司,数字孪生验证优化系统采购项目中标结果公告,,,2022-12-9,浙江大学滨江研究院,0
中国建设银行股份有限公司,中国建设银行股份有限公司数据管理与应用外部专家资源池采购项目中标公示,赛仕软件(北京)有限公司、厦门数字孪生信息科技有限公司、同盾科技有限公,北京,2023-1-4,北京数牍科技有限公司,0
中国建设银行股份有限公司,数据管理与应用外部专家资源池(数据分析与建模方向)中标公告,赛仕软件(北京)有限公司、厦门数字孪生信息科技有限公司、同盾科技有限公,北京,2023-1-4,上海估家网络科技有限公司,0
中国舰船研究设计中心,装备数字孪生及健康管理国内外技术发展研究项目中标结果公告,,海淀,2022-10-25,中国地质大学,0
中国舰船研究设计中心,大型舰船关键系统孪生体理论与外军数字孪生应用情报分析研究项目中标结果公告,,武汉,2022-10-25,地质大,0
中国交通信息科技集团有限公司,南沙首期建设项目数字孪生技术服务采购项目评标结果公示,,北京,2022-12-27,北京超图软件股份有限公司,16380000
中国科学院地质与地球物理研究所,中国科学院地质与地球物理研究所井场数字孪生仿真系统采购项目成交公告,,成都,2022-7-8,成都锦西数智科技有限公司,648000
中国空空导弹研究院,基于数字孪生的协同设计验证环境-结果公告,,洛阳,2022-8-1,北京华悦迈普科技有限公司,5890100
中国联合网络通信有限公司吉林省分公司,2023年长春联通基于数字孪生引擎的数字孪生工具链平台在通信网络资源管理领域的应用与示范委托开发单一来源采购需求公示,,长春,2023-4-14,联通数字科技有限公司吉林省分公司,0
中国联合网络通信有限公司威海市分公司,威海市水务局数字孪生黄垒河流域建设项目公开招标中标结果公告,,山东,2023-5-14,,2600
中国联合网络通信有限公司新疆维吾尔自治区分公司,2022年中国联通新疆分公司5G+AI数字孪生可视化创新平台一期研发采购项目（标段一）评审结果公示,,新疆,2023-3-2,新疆大学,0
中国联合网络通信有限公司新疆维吾尔自治区分公司,2022年中国联通新疆分公司5G+AI数字孪生可视化创新平台一期研发采购项目（标段二）评审结果公示,,新疆,2023-2-23,乌鲁木齐万和益华信息技术有限公司,0
中国联合网络通信有限公司研究院,2022年联通研究院自智网络研发与应用技术支撑服务转单一来源采购结果公示,商向高层次自智网络演进。并研发数字孪生模块，负责孪生体的模拟器开发，以,,2022-7-22,宜通世纪科技股份有限公司,0
中国煤矿机械装备有限责任公司本部,数字孪生系统|结果公示,,北京,2023-2-23,北京鼎视盛兴科技有限公司,0
中国煤矿机械装备有限责任公司本部,中天合创二期工作面数字孪生系统硬件及掘进工作面集控中心其他硬件结果公告,,北京,2023-2-23,北京同创蓝云科技有限公司,0
中国煤矿机械装备有限责任公司本部,大海则20201工作面机架式数字孪生系统主机结果公告,,北京,2022-8-31,北京瑞百川科贸有限公司,0
中国美术学院,浙江省国际技术设备招标有限公司关于中国美术学院数字孪生交互实验设备的成交结果公告,,杭州,2022-8-19,浙江效辕科技有限公司,191900
中国民生银行股份有限公司,中国民生银行股份有限公司信息科技部物联数智平台软件采购项目（包2：数字孪生及可视化软件采购）结果公示,,北京,2023-4-10,深圳华付技术股份有限公司,0
中国南水北调集团水网智慧科技有限公司,中国南水北调集团水网智慧科技有限公司数字孪生南水北调（惠南庄泵站）工程安全监测模型服务项目中标候...,,丰台,2023-2-28,,0
中国南水北调集团水网智慧科技有限公司,中国南水北调集团水网智慧科技有限公司数字孪生南水北调（惠南庄泵站）现地服务器及网闸采购项目中标候...,,丰台,2023-2-28,,0
中国南水北调集团水网智慧科技有限公司,数字孪生南水北调（惠南庄泵站）泵组声纹在线监测及数据分析项目结果公示,,丰台,2023-2-28,中水三立数据技术股份有限公司,0
中国南水北调集团水网智慧科技有限公司,数字孪生南水北调（惠南庄泵站）金属结构在线监测及数据分析项目结果公示,,丰台,2023-2-28,成都众柴科技有限公司,0
中国南水北调集团水网智慧科技有限公司,数字孪生南水北调（惠南庄泵站）设备综合风险分析及劣化分析模型服务项目结果公示,,丰台,2023-2-28,中水三立数据技术股份有限公司,0
中国南水北调集团水网智慧科技有限公司,数字孪生南水北调（惠南庄泵站）视频智能识别模型集成服务项目结果公示,,丰台,2023-2-28,中水三立数据技术股份有限公司,0
中国能源建设集团陕西省电力设计院有限公司,[陕西院]山南市森布日110千伏变电站10千伏送出工程配电网数字孪生可视化负荷管理系统招标采购项目,,陕西,2023-3-23,北京中电智博科技有限公司,4844975
中国人民解放军某部队,某数字孪生系统及虚拟信息库研制评标结果公示,,北京,2022-12-2,中科九度（北京）空间信息技术有限责任公司,0
中国商用飞机有限责任公司上海飞机设计研究院,面向创新应用场景的民机数字孪生系统建设-结果公告,,江苏,2023-5-18,江苏数伽科技有限公司,3496000
中国上海自由贸易试验区临港新片区管理委员会,临港新片区数字孪生城市建设可行性研究报告评估-临港新片区数字孪生城市建设可行性研究报告评估成交结果公告,,黄浦,2022-9-27,上海信息投资咨询有限公司,292900
中国石油大学,机械与储运工程学院复合式三维扫描仪询价结果公示（XJ2023-0047）,设备（如压缩机、燃气轮机）建立数字孪生体时，由于目前的测量技术有限，很,北京,2023-2-22,中教智友天津教育科技有限公司,490000
中国石油大学（北京）,中国石油大学（北京）智能制造及控制实验室建设项目中标公告,作和演示应用系统（巨林科教）、数字孪生教学软件（巨林科教）、机电一体化,海淀,2022-7-20,亿灵科技（珠海）有限公司,1935000
中国石油大学北京,石油工程学院油藏注采生产预测数字孪生系统询价结果公示（XJ2023-0063）,,北京,2023-3-9,,0
中国石油大学北京,石油工程学院大规模非集输油井群生产拉运调度系统询价结果公示（XJ2023-0009）,调度方案。 7）地图管理：运用数字孪生技术，把线下场景搬到线上，通过地,北京,2023-1-6,安徽创米信息技术有限公司,80000
中国石油大学北京,中国石油大学（北京）智能制造及控制实验室建设项目结果公告,作和演示应用系统（巨林科教）、数字孪生教学软件（巨林科教）、机电一体化,北京,2022-8-4,亿灵科技珠海有限公司,1935000
中国铁塔股份有限公司六盘水市分公司,中国铁塔股份有限公司六盘水市分公司2022年贵阳市数字孪生物联感知实验室可行性研究服务采购项目单一来源采购事前公示,,六盘水,2022-12-13,事项情况描述,0
中国铁塔股份有限公司西双版纳州分公司,中国铁塔股份有限公司西双版纳州分公司2022-2023年智慧工地监管平台数字孪生软件产品采购项目中选结果公示,,河北,2022-8-12,昆明奈德康科技有限公司,0
中国信息通信研究院,中国信息通信研究院数字孪生标准验证系统（后补助）-数字孪生管理标准测试验证成交公告,,北京,2023-5-8,中南大学,489500
中国信息通信研究院,中国信息通信研究院第二届工业数字孪生大赛咨询服务项目成交公告,,北京,2022-11-23,蓝色未来传媒有限公司,1328388
中国信息通信研究院,中国信息通信研究院车联网C-V2X综合仿真测试系统用例设计及测试验证采购项目结果公告,生测试场景用例设计及测试验证；数字孪生测试场景验证培训 详见附件磋商文,海淀,2022-9-16,中国软件评测中心,288000
中国医学科学院整形外科医院,中国医学科学院整形外科医院诊疗环境改造项目（BIM运维综合安全管理平台）中标公告,建设，为医院智慧院区的建设搭建数字孪生可视化门户和精细化管理的数字底座,北京,2022-10-27,中国建筑标准设计研究院有限公司,5922896
中国移动通信集团广东有限公司,中国移动广东公司2022年基于数字孪生和AI技术的无源光网络智慧运维研发公开比选项目（广州）_公示,,广州,2022-10-18,广东宜通衡睿科技有限公司,0
中国移动通信集团广东有限公司韶关分公司,华南先进装备产业园智慧园区建设项目,理；2、园区IOC数字孪生可视化：园区综合态势感知(能耗环保)、敏捷招,韶关,2022-12-16,中国移动通信集团广东有限公司韶关分公司,5001880
中国移动通信集团山东有限公司,山东移动2022年自智网络基于数字孪生的5G ToB运维平台研发采购项目_中标结果公示,,山东,2022-7-18,网思科技股份有限公司,0
中国移动通信集团上海有限公司,中国移动上海公司2023年家庭客户终端数字孪生云化测试服务采购项目_中选结果公示,,上海,2023-4-7,上海艾策通讯科技股份有限公司,0
中国直升机研究所,起落架数字孪生技术研究及开发,,,2022-10-28,工业和信息化部电子第五研究所,0
中国中医科学院,中国中医科学院名医堂工程试点建设项目信息化建设可行性研究报告（代项目建议书）成交公告,程强调有机互联、数据智能，打造数字孪生体系，在建设初期夯实基础，并建立,北京,2022-9-6,湖南省邮电规划设计院有限公司,360000
中海建筑有限公司,《路面智能检测与养护辅助决策支持系统》等3个课题研究项目中标结果公告,与养护辅助决策支持系统》《基于数字孪生的山岭重丘地区智慧高速建、管、养,贵州,2022-9-22,东南大学,3310000
中海石油气电集团有限责任公司,LNG接收站数字孪生系统中标结果公告,,北京,2022-7-12,康士伯数字技术服务(北京)有限公司,3884930
中海油能源发展股份有限公司,装备公司海上大型装备数字孪生三维引擎开发服务专有化品类协议中标结果公告,,上海,2022-12-2,武汉星珞科技有限公司上海分公司,24971713
中核武汉核电运行技术股份有限公司,数据采集及数字孪生体建立服务采购结果公告,,武汉,2023-3-15,中国舰船研究设计中心,0
中鸿亿博集团有限公司,中鸿亿博集团有限公司关于广西钛米医疗科技有限公司数字孪生软件服务及环形屏幕采购项目的成交公告,,贵港,2022-8-10,上海豫奕电子科技有限公司,999000
中机国际招标有限公司,成都理工大学教学及专业认证软件采购项目中标（成交）结果公告,真、数字孪生等技术提供功能丰富的三维图形创作环境。可通过三维图形创作软,成都,2022-8-11,成都亚细亚集创科技有限公司,302000
中建科工集团绿色科技有限公司,模块产品体系数字孪生管理平台中标公示,,上海,2023-5-21,上海沛筑信息科技有限公司,0
中建科工集团绿色科技有限公司,广东厂光伏数字孪生管理系统开发中标公示,,广东,2023-4-27,上海木圣网络科技有限公司,0
中节能绿建环保科技有限公司,【中节能（诸暨）环保产业园14-01地块二期63#楼】数字孪生智慧园区系统成交结果公告,,绍兴,2022-11-3,山东东晨软件科技有限公司,100000
中捷通信有限公司,中国移动广东公司2022-2023年数字孪生园区可视化平台公开比选项目_公示,,广东,2022-7-22,网思科技股份有限公,0
中南大学,中南大学土木工程学院土木类专业实习实训基地采购项目中标公告,是 第六包：轨道设施智能巡检与数字孪生实训平台 供应商信息名称 资格性,湖南,2022-12-25,湖南速联科学仪器有限公司,0
中南大学,中南大学土木工程学院土木类专业实习实训基地采购项目中标公告,是 第六包：轨道设施智能巡检与数字孪生实训平台 供应商信息名称 资格性,长沙,2022-12-25,湖南速联科学仪器有限公司,0
中南大学,中南大学机电工程学院智能制造工程训练实践教学综合平台设备采购项目（三）中标公告,00.00 7 机器人视觉控制数字孪生系统及物理机 Rbt2600 科,长沙,2022-12-24,浙江海特智能科技有限公司,3952000
中南大学,中南大学冶金与环境学院智能冶金装备实验系统设备采购项目中标公告,64 3 是 第四包：冶炼过程数字孪生与实训管理平台 供应商信息名称,湖南,2022-12-15,北京中航路通科技有限公司,0
中南大学（冶金与环境学院）,中南大学冶金与环境学院智能冶金装备实验系统设备采购项目中标公告,64 3 是 第四包：冶炼过程数字孪生与实训管理平台 供应商信息名称,长沙,2022-12-15,北京中航路通科技有限公司,0
中山大学,中山大学智能工程学院城市交通数字孪生平台采购项目（中大招（货）[2022]1338号/CLF0122GZ17ZC60）中标结果公告,,上海,2022-12-14,广东省电信规划设计院有限公司,4462000
中山大学,中山大学智能工程学院城市交通数字孪生平台采购项目（中大招（货）[2022]1338号/CLF0122GZ17ZC60）中标结果公告,,广东,2022-12-14,广东省电信规划设计院有限公司,4462000
中山大学,中山大学智能工程学院数字孪生中控台采购项目（中大招（货）[2022]768号/CLF0122GZ17ZC08）中标结果公告,,广东,2022-12-13,宝德计算机系统股份有限公司,3366600
中山大学,中山大学智能工程学院先进制造边缘计算数字孪生系统采购项目（中大招（货）[2022]538号/CLF0122GZ15ZC02）中标结果公告,,广州,2022-12-1,深圳中亿智能系统有限公司,2997600
中山市技师学院,中山市技师学院机电专业数字孪生技术实训室建设项目,,中山,2023-2-14,大唐融合通信股份有限公司,1486000
中山市技师学院,中山市技师学院机电专业数字孪生技术实训室建设项目结果公告,,中山,2023-2-14,大唐融合通信股份有限公司,1486000
中石化石油工程设计有限公司,数字孪生及机理提升研究工程施工_--,,青岛,2023-3-22,,590000
中泰证券股份有限公司,中泰证券IT数字孪生可视化平台采购项目（第二次）成交结果公示,,济南,2022-12-15,天阳宏业科技股份有限公司,1600000
中铁第一勘察设计院集团有限公司,运营隧道病害监测分析及病害处理技术研究课题评标结果公示,的隧道病害诊断与处理方法、基于数字孪生技术的铁路病害监测系统的课题研究,西安,2022-9-13,,0
中讯邮电咨询设计院有限公司郑州分公司,2023年面向行业端到端的产品体系-自规划系统（二期）开发服务项目单一来源采购公示,拟在一期项目的基础上，针对5G ToC/ToB室内移动通信系统等应用场景，优化提升系统整体框架，增强5G 室内场景用户端功能，进一步扩展5G ToB专网场景的算法、功能、接口及应用，新增工业场景确定网络时延、可靠性等预测算法，提升自动天线点位等方案级算法，打通小基站设备、统一平台和数字孪生网管等相关系统功能，同时提供方案落地相关终端租赁及方案支撑的服务,郑州,2023-6-29,山东睿新通信技术有限公司,1500000
中阳县水利局,中阳县陈家湾水库工程BIM和数字孪生技术应用结果公告,,吕梁,2023-6-27,北京东华合创科技有限公司,970000
中移上海信息通信科技有限公司,面向“互联网+”协同制造的5G虚拟企业专网建设项目-网络化协同制造平台（二期）建设-数字孪生底座项目-中标结果公示,,杭州,2023-3-15,杭州经纬信息技术股份有限公司,0
中移上海信息通信科技有限公司,面向“互联网+”协同制造的5G虚拟企业专网建设项目-网络化协同制造平台（二期）建设-数字孪生底座项目_公示,,杭州,2023-3-8,杭州经纬信息技术股份有限公司,0
中银金融科技有限公司,"中银金融科技有限公司元宇宙的技术与场景研究创新研发项目-元宇宙金融应用白皮书,全真虚拟银行-结果公示",商信息： 成交商：北京五一视界数字孪生科技股份有限公司 三、联系方式,上海,2023-2-27,腾讯云计算北京有限责任公司,0
众达伟立(北京)工程技术有限公司,北京智芯微电子科技有限公司 2022年第五批集中采购项目 公开竞争性谈判（服务）采购结果公告,-2022BC05-FF09 数字孪生可视化平台研发服务采购 采购人：,北京,2022-7-19,湖州强力电力科技有限公司,0
舟山市定海区人民政府办公室,宁波国研科技咨询有限公司关于舟山定海区数字孪生”一张图 ”信息管理系统项目的中标(成交)结果公告,,舟山,2022-7-25,中国电信股份有限公司舟山分公司,2461500
珠海供电局,2023年广东电网有限责任公司珠海供电局第2批科技项目（设备试制、软件购置）采购项目中标公告,基于数字孪生技术的GIS特高频局放带电测试智能化关键技术研究及装置研发,珠海,2023-5-23,广州安电测控技术有限公司,1700000
珠海市交通运输局地,珠海市交通运输局港口危险化学品仓储企业应急救援管理系统二期仓储区数字孪生系统建设项目中标公告,,珠海,2022-7-29,中国移动通信集团广东有限公司珠海分公司,3910000
珠江水利委员会珠江水利科学研究院,珠江水利委员会珠江水利科学研究院数字孪生南岗河水文设备采购成交公告,,广东,2023-3-8,碧兴物联科技深圳股份有限公司,1710000
竹山县宝丰镇人民政府,竹山县宝丰镇龙井村未来农业数字孪生平台建设项目采购（第二次）中标(成交)结果公告,,十堰,2023-1-5,武汉中盛起元科技发展有限公司,2091800
淄博市张店区傅家镇人民政府,傅家镇综合治理智慧化管理平台成交结果公告,治理智慧化管理平台 服务范围：数字孪生底座、领导驾驶舱、智慧镇街综合管,淄博,2023-1-10,青岛海纳云数字科技有限公司,1496800
淄博职业学院,[淄博市级]淄博职业学院2022年智能制造专业群课程资源建设采购项目,“多占协同与故障诊断”，“基于数字孪生技术的工艺验证”，四个教学模块，,淄博,2022-12-13,上海卓越睿新数码科技股份有限公司,479300
,白鹭湾科技生态园一期智慧园区平台及集成服务采购项目.,,深圳,2023-6-28,深圳市特发信息技术服务有限公司,5980000
,[中标结果公示]自动化集装箱码头数字孪生系统工作站采购项目BX2023075,,上海,2023-6-16,上海集泉信息科技有限公司,159800
,零工市场数字孪生智慧平台成交结果公告,本项目共一包，服务内容信息数据可视化，市场分析与预警，地理位置的展现，图形化直观展示，包括数字孪生基础平台、数字孪生数据集成模块、设备管理、三维建模等。,山西,2023-6-15,,0
,九峰镇黄田村拦河坝、步道环境整治工程（一期）(中标公示),的福州溪源溪小流域（溪源水库）数字孪生建设项目（一期）系统测试、安全测,福州,2023-6-7,,0
,数字孪生航道建设技术规范研究项目结果公告,,南京,2023-5-19,华设设计集团股份有限公司,294500
,某通信机房数字孪生系统管理平台软件开发项目中标公告,,北京,2023-5-19,新天地信息技术股份有限公,0
,基于数字孪生的机器人智能制造虚实融合子系统项目中标(成交)结果公告,,西安,2023-5-19,江苏汇博机器人技术股份有限公司,1797800
,西北工业大学基于数字孪生的机器人智能制造虚实融合子系统中标公告,,,2023-5-19,,0
,黄河水利职业技术学院6号实训楼智能展厅数字孪生可视化系统采购项目 成交公告,,郑州,2023-5-18,,0
,企业网数字孪生平台建设项目公开招标中标结果公示（2022-JQ04-F1343）,,杭州,2023-5-15,中国电子科技集团公司第十研,0
,矿用仪器仪表智能工厂采购 —数字孪生+AR及环境监测项目中标结果公示,,重庆,2023-5-15,,0
,七届世界智能大会-新时代数字孪生城市主题活动成交结果公示,,天津,2023-5-12,,0
,中电信数字城市科技有限公司2023年数字孪生城市全要素场景加工技术服务项目成交结果公示,,河北,2023-5-11,秦皇岛秦东志升科技有限公司,0
,牡丹江市林海水库数字孪生建设管理平台工程,,黑龙江,2023-5-11,,0
,上海浦东软件园数字孪生试点项目,,上海,2023-5-8,,0
,【中标（成交）结果公告】广东松山职业技术学院智能控制及数字孪生应用产教融合基地建设项目...,,韶关,2023-5-7,,0
,贵州道坦坦科技股份有限公司数字孪生在高速公路场景的应用及解决方案研究项目采购,,贵州,2023-5-4,贵州新耀科技有限公司,396500
,新桥东先进制造产业园数字孪生平台建设（一期）服务,,深圳,2023-5-4,四川见山科技有限责任公司,922000
,太原锅炉集团有限公司三维数字孪生系统建设项目中标结果公告,,太原,2023-5-4,,0
,新桥东先进制造产业园数字孪生平台建设（一期）服务结果公示,,深圳,2023-5-4,四川见山科技有限责任公司,922000
,工业数字孪生三维可视化管理系统公开招标成交结果公告——物理与机电工程学院,,湖北,2023-4-27,,0
,河南五岳抽水蓄能电站基于数字孪生的抽水蓄能电站尾闸事故闸门及启闭机智慧运维技术研究与应用中标结果公告,,黄南,2023-4-27,,0
,工业数字孪生三维可视化管理系统公开招标成交结果公告,,湖南,2023-4-27,,0
,交互式水下数字孪生原型系统项目结果公示(2023-YK01-F1028),,长沙,2023-4-26,航天宏图信息技术股份有限公司,0
,临港新片区105社区金融西九项目数字孪生平台开发及咨询服务中标结果公告,,上海,2023-4-25,,0
,建德市寿昌江流域综合治理数字孪生工程泥沙监测系统采购中标结果公告,,浙江,2023-4-23,,0
,化产防爆箱,x 下载 炼铁厂化产中心3号产线数字孪生工程总承包-防爆电气箱.dwg,,2023-4-20,,0
,内蒙古电力（集团）有限责任公司阿拉善供电分公司2023年低压配电线路信道监测与智能诊断技术深化应用研究、基于多模态人工智能与数字孪生的电力变压器智能运维关键技术研究及应用项目,,内蒙古,2023-4-18,,0
,[台州1号海上风电 基于数字孪生的海上智慧风场平台研究与开发] 中标结果公告,,台州,2023-4-18,杭州同软科技有限公司,6936000
,基于雷视融合感知的数字孪生公路隧道关键技术研究与应用中标公告,,广西,2023-4-18,,0
,河南五岳抽水蓄能电站基于数字孪生的抽水蓄能电站尾闸事故闸门及启闭机智慧运维技术研究与应用中标结果公告,,黄南,2023-4-18,,0
,内蒙古电力（集团）有限责任公司阿拉善供电分公司2023年低压配电线路信道监测与智能诊断技术深化应用研究、基于多模态人工智能与数字孪生的电力变压器智能运维关键技术研究及应用项目成交结果公示,,内蒙古,2023-4-18,,0
,湘钢精品高速线材项目-超融视频数字孪生平台,,湘潭,2023-4-17,,0
,湖南大学国家超算中心智能运维运营平台数字孪生可视化BI展示系统分散采购结果公告,,湖南,2023-4-13,,0
,SPDB-ZH(JG)-202304224上海浦东发展银行总行创新实验室零贷数字孪生平台课题采购成...,,,2023-4-12,,0
,河海大学江宁校区数字孪生排水监测系统平台项目中标结果公示,,南京,2023-4-11,江苏蓝京鸟科技有限公司,0
,公物投资-竞争性磋商-GT2023-QY074-数字孪生东西溪项目监理-成交结果公告,,福建,2023-4-10,广州赛宝联睿信息科技有限公司,156000
,关于数字孪生实训装置项目成交公告,,上海,2023-4-10,,0
,内蒙古自治区数字孪生流域建设先行先试项目（项目建议书、可研、初步设计）报告编制中标结果公示,,内蒙古,2023-4-10,,0
,金桥副中心首开区项目土方平衡软件开发与数字孪生模拟系统服务采购中标结果公示,,上海,2023-4-10,,0
,河海大学江宁校区数字孪生排水监测系统平台项目中标候选人公示,,南京,2023-4-6,,0
,样板间能量流数字孪生可视化服务结果公告,,,2023-4-4,,0
,临港新片区滴水湖金融湾二期项目施工、数字孪生及运营信息化平台开发及咨询服务中标结果公示,,上海,2023-3-31,,0
,【西安研究院】黄白茨、老石旦煤矿透明矿井数字孪生系统开发中标公告,,深圳,2023-3-28,深圳市盛稻信息技术有限公司,0
